page 1	遐邇貫珍
page 8	之載初言西人始興於已酉年七月抄內載有廣西巡撫鄭祖琛奏劾永福縣知縣張鵬萬緝捕懈弛失察地方事摺內該巡撫言及強盜於西省勢甚昌大更有手錄本不入京抄事係因數士子稟報賊窛情節據由轉奏內言初擾於已酉年三四月始自南寕府柳州府有匪徒成羣刧掠每羣數百人統以頭目彼時業已著名震動地方時閱簡編皆言彼時起義首為刧奪起見但尚有數股搖動地方各處建旗率用違悖字樣且各頭目原屬天地會黨與者皆能互相接應自己酉夏成羣刧掠招搖耳目至壬子年二月離永安州時已自成一軍幾閱三載流踞祇於廣西其十一府俱遭其害多少不一間或越界而至廣東湖南及貴州等處亦有之已載下文已酉年三月至十月滋擾南寕府柳州府桂林府之永福縣及南寕府之上思州由彼另分一股潛入廣東靈山縣是月湖南省新寕縣城失陷隣近數城池亦遭刧掠至庚戌年正月擾柳州府之象州四月擾平樂府之賀縣十一月復分一股抵廣東翁源縣另股流刧太平府龍州城又別股刧掠潯州府桂平縣武宣縣慶遠府十二月擾南寕府之橫州至辛亥年二月攻太平府四月取泗城府之西林縣是月廣東翁源縣一股被該撫葉名琛盡殲五月至六月繼攻象州城欲犯貴州之古州並擾思恩府及鬱林州之北流縣八月初一洪秀泉倡統大股克永安州守之時有另股赴廣東羅定州山中立寨固守九月擾潯州府之貴縣由永安州另分股攻桂林府十月擾廣東信宜縣及廣西岑溪縣十二月在靈山縣之股為各路官殲滅之是月別股屯思恩府山險中擾南寧太平二府壬子年正月有河賊數幫名為波山艇匪刧奪廣西梧州府二月全股西人忽離永安州計駐彼六月
page 9	有餘西人北行無碍卒能克取南京京口瓜州等處即以此為發軔之始西人棄永安州俄圍桂林府至四月初一日忽解圍北行入湖南四月十四日攻柳州傍東繞道連陷道州桂陽嘉禾永興安仁醴陵攸縣竟於七月二十八日逕至長沙府圍其城子夜忽又解圍北行於十一月初三克洞庭湖之岳州府各路防堵皆空遂抵湖北界順沂大江至十三日攻克漢陽府十二月初四日遂陷武昌府至癸丑正月初四日離武昌順流而下十一日取九江府十七日取安慶府前在武昌得銀七十萬兩茲在安慶得銀三十萬兩另有糧米不可勝計二月初十日遂克江寕府二十二日克鎮江府二十三日逕入爪州復克楊州府皆據而守之既得此咽喉之地遂駐而為固守之計不復他往若所謀後事皆不及測以上各由俱從京抄節錄抄內自另有提論各項軍務之件或云彼此交仗官兵陸續得勝西人無數被戮或云朝廷帶兵官員有忠勇可獎有畏怯可哂或云軍需銀兩迭由急公官紳踴躍輸助或云朝廷耗費積至千餘萬或云皇上恩蠲被灾全省錢粮或云國帑支絀無從補救京倉糧石日減一日莫能籌運諸臣條奏各策有智有愚種種不一皆不詳錄之一則事屬繁碎言難盡述一則奏摺實難全信即如奏報交仗各摺始則云大獲勝仗斬級無數末則云不幸復被他竄攻陷某處仍應追剿可冀指日成功等語我西邦人見皇上許久受其欺蒙實有所不解惟西人多寡之數屬幾許圖謀之志何所止倡領之人為伊誰我西邦人皆不得而知隨頗得風聞其兵甚眾內有崇奉一上帝篤信我教之徒其意專與滿州為敵恢復明朝究未得其的耗旋於南京失守後逼近上海該處我國商賈雲集貿易甚鉅本國欽差公使即到
page 10	該處調護通商大局駐上海之時因難得確信且地方官一面求借兵船一面紿言西人與英為仇希圖聳聽助之是以欽差擬親乘火船上長江務探其實即於三月十五日解纜十九日到焦山越日抵江寕修書以火船此來其意有好無爭差人送達船留四日間各官員屢次登岸彼處民人千百成羣下船觀看彼此皆以禮相待意甚欣厚當晤其長諄說現之釁端於我兩不相助惟上海英人性命產業斷勿稍至損害火船遂於二十四日離江寕溯流而西即回上海此行於江寕得知西人各式情事如其設立國政法律嚴整又頒發新曆書行軍恒有法度分行皙伍最為肅穆其意欲滅清朝掃除土偶木像專拜獨一真上帝尊呼為天父又為皇上帝其長復云原蒙上帝下凡口敕屢經晤面等事其貽各種書籍立論具著信服之志其書目曰太平天國癸好三年新歷天命詔旨書太平禮制太平詔書天父下凡詔書天條書太平條規三字經幼學詩太平天國頒詔書太平軍目太平天國奏准頒行詔書舊遺詔聖書等種
page 10	中國正直四方禍亂頻興盜窛蜂起土匪乘機橫行於二月中旬福建廈門為天地會人攻奪其黨本無大志只因挾官司私刑之恨欲報復舊仇據云與別股尚無往還惟已遣人北詢江寕欲投其黨是否允受未可預决但福州有駐防旗兵如許諒江寕城中人必樂聞此說也
page 11	香港紀畧
page 11	溯前十二載林文忠奉命到粵禁絕鴉片原宜將船烟拿獲一並入官但林文忠竟將城外商民不分青白及有無販賣鴉片者一概封鎖並將在內傭工漢人均行撤盡斷給口食致令各商民備受艱難幾有性命之憂其中竟有與烟無涉或屬傳道或屬行醫或屬職員非此則彼似此不分良歹豈得為公平之道乎總因林文忠尚未諳他國事務之故蓋無人不深悉我國斷不容無故受屈致啟後釁即如我國
page 11	皇后彼時知良民被害赫然大怒即興師旅蓋欲雪此恨而杜將來之患也林文忠等素輕視西邦不以為勁敵意以戰船兵丁即來何難除滅以了其事追溯昔時中國名將奇材甚多俯視今日內地猛士異能不乏以英國不過渺如洲島豈敵中華幅圓之盛惟英國屬地既多且廣船隻人民通行於天下是別國一平民受害必不肯置之罔聞況因中華歷來藐視外國不通交往以致外國商民近年叠興美利中國竟不能稍獲其益林文忠豈不知之彼時皇上漸悟其辦理悞謬之處英兵攻克城池巡至天津具訴朝臣允其所請而船始南旋迨後又復食言故更興兵陸續攻克數處城池直駛長江幾陷江寕其時英官所討始皆允肯軍乃撤退英國初意非為土地祇為本國之民照常貿易免受平空之欺藐而已後因所願不遂致起兵釁我國不得已而討取行師軍餉之費另一小島以備居息之所往來商船得以灣泊屯守兵士藉為住札遂擇地於香港所定文約即於癸卯五月二十九日互交收執此後香港割出中國版圖永屬英土地矣
page 11	香港乃海隅一小島週圍約一百里距廣屬之新安九龍司以南相離約有十里之遙地形僅如三角羣山攢聳山谷中
page 12	有耕種禾苗瓜菜亦間植甘蔗惟山坡之上則無人栽植山中樹木素被樵蘇故大樹最少時至秋冬一望童然山中惟產花崗青石最饒溪澗紛紛噴流山泉極其甘洌香港必由此得名只需有人闢土栽植自能灌溉茂盛則不獨地方可美觀瞻居人亦覺居恒舒暢此土初歸英國時居民稀少多屬隨趂捕魚之人設舖種地魚汛既過即復隨而他徙總計彼時港中居民不逾二千今則不下三萬二千矣此外尚有諸多英吉利等國人并天竺國等處人民俱不在此數港內復有諸式華美樓臺屋宇如禮拜堂臬司署兵營醫院公司會館等處之類不一而足至商人居宅俱依本國規模亦屬高廣壯麗即漢人舖宇酒樓亦不減廣州光景海壖並有通衢馬車廣路一條長二十餘里另有官路圍繞其島以資往來是則香港固儼然一大都會也官此土者有總督一缺兼管五港賀易事務輔之堂二一稱佐理堂凡總憲辦理公務與其參議專以職官任之次於總督者則有撫臺兼管軍營品同總兵其次則有牧師總管傳道教牧倡奉
page 12	上帝鼓舞士庶習經行善次看臬憲審斷重要案件至細故小案俱歸刑訟司協同撫民紳士一二員訊斷至凡有漢人告狀或控本土人或控他國人即赴該司署以漢文稟訴傳供人照由轉達聽候判決此係以犯例案而論至不屬犯例之案即如銀債等件恐英國例原為英人而設於漢人原不甚諳習莫如向本村本灣地保按照本土風俗理處若願赴公庭照犯例案一體審辦者仍聽其便臬憲之次又有香港僚佐官又有提刑官其責成在持法嚴明又有帑餉僚佐官總理港中稅餉又有量地僚佐官掌度地址管批田土起造公署
page 13	修整道路等事又有巡捕官總理差役又捕廳總理羈監事務以上皆香港地方大畧凡更欲深知事之詳細者付信到本館自能更加布悉也
page 13	伊娑菩喻言
page 13	伊娑菩者二千五百年前記厘士國一奴僕也背佗而貌醜惟具天資國人憐其聰敏為之贖身舉為大臣故設此譬喻以治其國國人近日理性尊之為聖後奉命至他國他國之人妒其才推墜危崖而恐其書傳於後世如英吉利俄羅斯佛蘭西呂宋西洋諸國莫不譯以國語用以啟蒙要其易明而易記也此後各號隨時附記一則
page 13	盤古初鳥獸皆能言一日豺與羊同澗飲水豺欲烹其羊自念無以措辭乃強責之曰汝混濁此水使老夫不能飲該殺羊對曰大王在上流羊在下流雖濁無礙豺復責手汝去年某日出言得罪於我亦該殺羊曰大王誤矣去年某日羊未出世安能得罪大王豺則變羞為怒責之曰汝之父母得罪於我亦汝之罪也遂烹之諺曰欲加之罪何患無辭此也
page 14	近接閱花旗國金山漢人採金條規從該處總例出係唐植譒譯漢文因其字句間有未妥特稍為改削茲列於後
page 14	第一條
page 14	自立新例之始除本國人及煙陣即土人暨已經入藉之漢人外俱無庸領採金禮臣即執照任其開採倘外路客民等如無領給禮臣者不准開採
page 14	第六條
page 14	發給禮臣紙按月每名應納稅銀四元以一個月為期期內不准將此紙轉借給別人冒用
page 14	第九條
page 14	凡所收稅銀以一半歸本省布政司收作公費一半歸該府收充公用每月經手禮臣之人須月內所收銀全數交府庫收貯
page 14	第十條
page 14	採金人有不交納稅銀者准經手禮臣之人作主查抄其人物業侯一點鐘之久預先諭知當眾將所抄物業估價投賣變價所欠稅銀及公費各項照數扣足餘者仍還本人如應納銀之人潛匿希圖漏網准經手人跟緝務獲照上追交凡客民等有認稱曾隸籍本國者應呈騐入籍原照為憑倘無的據應發誓明心俾經手人不致舛錯凡客民在山居住雖不採金仍一律征銀惟確係僱工及易貿生理并各式正經營生者免征
page 14	第十四條
page 14	凡經手禮臣人如無收單交給及故偽單希圖詭騙銀項倘經查有確據罰銀以一千圓為率仍由府監禁六個月
page 14	第十六條
page 15	凡客民有將禮臣更改希圖影射詭騙當堂拿獲審有確據罰銀以一千圓為率仍由府監禁六個月
page 15	第十七條凡
page 15	請人採金要替僱工之人應按月每名一律領禮臣征銀
page 15	第十九條
page 15	凡收禮臣銀一色俱收淨金砂每安砂即重八錢三分照十七圓核?庫中收納均照此例
page 15	第二十條
page 15	前一千八百五十二年五月初四日曾擬設客民採金之例茲已刪除自後悉照現定新例辦理俾客民悉臻妥善
page 15	癸丑年三月初三日
page 15	一千八百五十二年四月初九日
page 15	以上係本年一千八百五十三年三月三十日議定收外路客民採金稅則定例
page 15	第一六九十十四十六十七十九二十
page 15	共九則繙譯漢文核實無訛給單為據
page 15	癸丑年三月初三
page 15	一千八百五十三年四月初九日
page 15	漢人唐茂植枝十給單
page 15	單式
page 15	第一號收到
page 15	掘金禮臣紙銀四圓准伊一個月掘金府地方
page 15	一千八百五十三年五月初一日給收單
page 15	滿月須要再換
page 16	近日雜報
page 16	五月二十日有峨羅斯國鐵砲五十門師船一雙抵港隨帶小火船一隻均係經由西洋周歷大海而至統領者有提督一員其意欲晤駐粵欽差求准海口通商並詢前數年屢有伊國商船駛抵上海販皮換茶何以不准進口後復前詣日本試創通商終至黑龍江東北伊屬地堪察加北亞墨利加等處巡閱其船上水手俱雄健異常
page 16	一廈門現尚被天地會黨據守官兵於隣近聚集札營其頭目首次二人近因微嫌不睦各率其黨相鬨互有殺傷
page 16	五月內總計漢人由金山回港者一百四十名由新嘉坡回港者一百九十三名由孟加拉回港者一十三名
page 16	粵東洋面近有盜賊無數每有良民運貨出口輒被刧掠財命兩喪殊堪悼惜
page 16	英國總理貿易公使現頒定諭示以英人受漢官或西人僱作兵勇為其出力交仗原干英例違者治以應得之罪
page 16	上海吳道所僱別國人船於五月末旬攻鎮江府不克其船四五隻因有陣亡者索卹銀不得情有不願均回吳淞矣
page 16	五月十五日香港有官地十九叚出批英人承批十四叚漢人承批五叚
page 16	福建洋面有盜匪經英國師船將其拿獲俱解交地方官衙門訊治正法
page 16	五月中旬有花旗國師船火船數隻由上海赴日本國欲圖通商並求該國王准其設立貯煤之所以作中站俾金山暨亞墨利加與中國往來火船從此接濟
